id,term_en,term_fr,definition_fr,synonyms,tags,label_primary,text_for_embedding,text_for_search
1,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,valuation,valuation,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: valuation.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier valuation
1154,Cash Flow,Flux de trésorerie,Entrées et sorties de liquidités,cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier,accounting,accounting,English term: Cash Flow. Terme français: Flux de trésorerie. Définition: Entrées et sorties de liquidités. Synonymes: cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier. Tags: accounting.,Cash Flow Flux de trésorerie Entrées et sorties de liquidités cash flow flux de trésorerie cash flow metric flux de trésorerie financier accounting
1155,Bond,Obligation,Titre de dette émis par une entité,bond | obligation | bond metric | obligation financier,accounting,accounting,English term: Bond. Terme français: Obligation. Définition: Titre de dette émis par une entité. Synonymes: bond | obligation | bond metric | obligation financier. Tags: accounting.,Bond Obligation Titre de dette émis par une entité bond obligation bond metric obligation financier accounting
1156,Stock,Action,Part de propriété dans une entreprise,stock | action | stock metric | action financier,accounting,accounting,English term: Stock. Terme français: Action. Définition: Part de propriété dans une entreprise. Synonymes: stock | action | stock metric | action financier. Tags: accounting.,Stock Action Part de propriété dans une entreprise stock action stock metric action financier accounting
1157,Volatility,Volatilité,Mesure des fluctuations des prix,volatility | volatilité | volatility metric | volatilité financier,accounting,accounting,English term: Volatility. Terme français: Volatilité. Définition: Mesure des fluctuations des prix. Synonymes: volatility | volatilité | volatility metric | volatilité financier. Tags: accounting.,Volatility Volatilité Mesure des fluctuations des prix volatility volatilité volatility metric volatilité financier accounting
1158,Liquidity,Liquidité,Capacité à acheter/vendre rapidement sans impacter le prix,liquidity | liquidité | liquidity metric | liquidité financier,accounting,accounting,English term: Liquidity. Terme français: Liquidité. Définition: Capacité à acheter/vendre rapidement sans impacter le prix. Synonymes: liquidity | liquidité | liquidity metric | liquidité financier. Tags: accounting.,Liquidity Liquidité Capacité à acheter/vendre rapidement sans impacter le prix liquidity liquidité liquidity metric liquidité financier accounting
1159,Option,Option,Produit dérivé donnant un droit d'achat ou de vente,option | option | option metric | option financier,accounting,accounting,English term: Option. Terme français: Option. Définition: Produit dérivé donnant un droit d'achat ou de vente. Synonymes: option | option | option metric | option financier. Tags: accounting.,Option Option Produit dérivé donnant un droit d'achat ou de vente option option option metric option financier accounting
1160,Interest Rate,Taux d'intérêt,Coût de l'argent dans le temps,interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier,accounting,accounting,English term: Interest Rate. Terme français: Taux d'intérêt. Définition: Coût de l'argent dans le temps. Synonymes: interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier. Tags: accounting.,Interest Rate Taux d'intérêt Coût de l'argent dans le temps interest rate taux d'intérêt interest rate metric taux d'intérêt financier accounting
1161,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,macro,macro,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: macro.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier macro
1162,EBITDA,EBITDA,"Résultat avant intérêts, impôts, dépréciation et amortissement",ebitda | ebitda | ebitda metric | ebitda financier,macro,macro,"English term: EBITDA. Terme français: EBITDA. Définition: Résultat avant intérêts, impôts, dépréciation et amortissement. Synonymes: ebitda | ebitda | ebitda metric | ebitda financier. Tags: macro.","EBITDA EBITDA Résultat avant intérêts, impôts, dépréciation et amortissement ebitda ebitda ebitda metric ebitda financier macro"
1163,Net Income,Résultat net,Profit final après toutes les charges,net income | résultat net | net income metric | résultat net financier,macro,macro,English term: Net Income. Terme français: Résultat net. Définition: Profit final après toutes les charges. Synonymes: net income | résultat net | net income metric | résultat net financier. Tags: macro.,Net Income Résultat net Profit final après toutes les charges net income résultat net net income metric résultat net financier macro
1164,Cash Flow,Flux de trésorerie,Entrées et sorties de liquidités,cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier,macro,macro,English term: Cash Flow. Terme français: Flux de trésorerie. Définition: Entrées et sorties de liquidités. Synonymes: cash flow | flux de trésorerie | cash flow metric | flux de trésorerie financier. Tags: macro.,Cash Flow Flux de trésorerie Entrées et sorties de liquidités cash flow flux de trésorerie cash flow metric flux de trésorerie financier macro
1165,Bond,Obligation,Titre de dette émis par une entité,bond | obligation | bond metric | obligation financier,macro,macro,English term: Bond. Terme français: Obligation. Définition: Titre de dette émis par une entité. Synonymes: bond | obligation | bond metric | obligation financier. Tags: macro.,Bond Obligation Titre de dette émis par une entité bond obligation bond metric obligation financier macro
1166,Stock,Action,Part de propriété dans une entreprise,stock | action | stock metric | action financier,macro,macro,English term: Stock. Terme français: Action. Définition: Part de propriété dans une entreprise. Synonymes: stock | action | stock metric | action financier. Tags: macro.,Stock Action Part de propriété dans une entreprise stock action stock metric action financier macro
1167,Volatility,Volatilité,Mesure des fluctuations des prix,volatility | volatilité | volatility metric | volatilité financier,macro,macro,English term: Volatility. Terme français: Volatilité. Définition: Mesure des fluctuations des prix. Synonymes: volatility | volatilité | volatility metric | volatilité financier. Tags: macro.,Volatility Volatilité Mesure des fluctuations des prix volatility volatilité volatility metric volatilité financier macro
1168,Liquidity,Liquidité,Capacité à acheter/vendre rapidement sans impacter le prix,liquidity | liquidité | liquidity metric | liquidité financier,macro,macro,English term: Liquidity. Terme français: Liquidité. Définition: Capacité à acheter/vendre rapidement sans impacter le prix. Synonymes: liquidity | liquidité | liquidity metric | liquidité financier. Tags: macro.,Liquidity Liquidité Capacité à acheter/vendre rapidement sans impacter le prix liquidity liquidité liquidity metric liquidité financier macro
1169,Option,Option,Produit dérivé donnant un droit d'achat ou de vente,option | option | option metric | option financier,macro,macro,English term: Option. Terme français: Option. Définition: Produit dérivé donnant un droit d'achat ou de vente. Synonymes: option | option | option metric | option financier. Tags: macro.,Option Option Produit dérivé donnant un droit d'achat ou de vente option option option metric option financier macro
1170,Interest Rate,Taux d'intérêt,Coût de l'argent dans le temps,interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier,macro,macro,English term: Interest Rate. Terme français: Taux d'intérêt. Définition: Coût de l'argent dans le temps. Synonymes: interest rate | taux d'intérêt | interest rate metric | taux d'intérêt financier. Tags: macro.,Interest Rate Taux d'intérêt Coût de l'argent dans le temps interest rate taux d'intérêt interest rate metric taux d'intérêt financier macro
1171,Revenue,Chiffre d'affaires,Total des ventes générées par une entreprise,revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier,derivatives,derivatives,English term: Revenue. Terme français: Chiffre d'affaires. Définition: Total des ventes générées par une entreprise. Synonymes: revenue | chiffre d'affaires | revenue metric | chiffre d'affaires financier. Tags: derivatives.,Revenue Chiffre d'affaires Total des ventes générées par une entreprise revenue chiffre d'affaires revenue metric chiffre d'affaires financier derivatives
1172,EBITDA,EBITDA,"Résultat avant intérêts, impôts, dépréciation et amortissement",ebitda | ebitda | ebitda metric | ebitda financier,derivatives,derivatives,"English term: EBITDA. Terme français: EBITDA. Définition: Résultat avant intérêts, impôts, dépréciation et amortissement. Synonymes: ebitda | ebitda | ebitda metric | ebitda financier. Tags: derivatives.","EBITDA EBITDA Résultat avant intérêts, impôts, dépréciation et amortissement ebitda ebitda ebitda metric ebitda financier derivatives"
